Quarter,Geographical region,Country of nationality,"Total Family",Partner ,"Partner (for immediate settlement)",Child ,"Child (for immediate settlement)",Other ,"Other (for immediate settlement)"
2008 Q3,Africa Sub-Saharan,Sierra Leone,57,31,4,0,13,6,3
2008 Q3,Asia South East,Singapore,10,10,0,0,0,0,0
2008 Q3,EU 8,Slovakia,0,0,0,0,0,0,0
2008 Q3,EU 8,Slovenia,1,1,0,0,0,0,0
2008 Q3,Oceania,Solomon Islands,0,0,0,0,0,0,0
2008 Q3,Africa Sub-Saharan,Somalia,464,84,4,0,16,290,70
2008 Q3,Africa Sub-Saharan,South Africa,454,399,8,0,43,0,4
2008 Q3,Other,South Georgia and South Sandwich Islands,0,0,0,0,0,0,0
2008 Q3,EU 14,Spain,0,0,0,0,0,0,0
2008 Q3,Asia South,Sri Lanka,380,245,4,0,11,54,66
2008 Q3,Other,St. Helena (British),0,0,0,0,0,0,0
2008 Q3,America Central and South,St. Kitts and Nevis,3,3,0,0,0,0,0
2008 Q3,America Central and South,St. Lucia,22,21,0,0,1,0,0
2008 Q3,America Central and South,St. Maarten (Dutch Part),z,z,z,z,z,z,z
2008 Q3,America Central and South,St. Martin (French Part),0,0,0,0,0,0,0
2008 Q3,America Central and South,St. Pierre and Miquelon,0,0,0,0,0,0,0
2008 Q3,America Central and South,St. Vincent and the Grenadines,7,7,0,0,0,0,0
2008 Q3,Other,Stateless,7,4,0,0,3,0,0
2008 Q3,Africa North,Sudan,30,25,1,0,0,3,1
2008 Q3,Africa Sub-Saharan,Sudan (South),z,z,z,z,z,z,z
2008 Q3,America Central and South,Surinam,0,0,0,0,0,0,0
2008 Q3,Europe Other,Svalbard and Jan Mayen,0,0,0,0,0,0,0
2008 Q3,Africa Sub-Saharan,Swaziland,4,4,0,0,0,0,0
2008 Q3,EU 14,Sweden,0,0,0,0,0,0,0
2008 Q3,Europe Other,Switzerland,0,0,0,0,0,0,0
2008 Q3,Middle East,Syria,33,23,1,0,0,7,2
2008 Q3,Asia East,Taiwan,35,32,1,0,2,0,0
2008 Q3,Asia Central,Tajikistan,2,2,0,0,0,0,0
2008 Q3,Africa Sub-Saharan,Tanzania,58,45,6,0,5,0,2
2008 Q3,Asia South East,Thailand,553,506,0,7,40,0,0
2008 Q3,Africa Sub-Saharan,Togo,18,5,0,0,2,11,0
2008 Q3,Oceania,Tokelau,0,0,0,0,0,0,0
2008 Q3,Oceania,Tonga,0,0,0,0,0,0,0
2008 Q3,America Central and South,Trinidad and Tobago,20,19,0,0,1,0,0
2008 Q3,Africa North,Tunisia,73,71,0,0,2,0,0
2008 Q3,Europe Other,Turkey,679,613,2,0,18,45,1
2008 Q3,Asia Central,Turkmenistan,5,1,1,0,2,0,1
2008 Q3,Other,Turks and Caicos Islands (British),0,0,0,0,0,0,0
2008 Q3,Oceania,Tuvalu,0,0,0,0,0,0,0
2008 Q3,Africa Sub-Saharan,Uganda,77,45,1,1,11,19,0
2008 Q3,Europe Other,Ukraine,124,113,1,0,7,3,0
2008 Q3,Middle East,United Arab Emirates,1,1,0,0,0,0,0
2008 Q3,America North,United States,766,677,15,0,71,0,3
2008 Q3,America Central and South,Uruguay,0,0,0,0,0,0,0
2008 Q3,Asia Central,Uzbekistan,17,12,2,0,1,2,0
2008 Q3,Oceania,Vanuatu,1,0,1,0,0,0,0
2008 Q3,Europe Other,Vatican City,0,0,0,0,0,0,0
2008 Q3,America Central and South,Venezuela,15,15,0,0,0,0,0
2008 Q3,Asia South East,Vietnam,47,43,0,0,4,0,0
2008 Q3,Other,Virgin Islands (British),0,0,0,0,0,0,0
2008 Q3,America North,Virgin Islands (US),0,0,0,0,0,0,0
2008 Q3,Oceania,Wallis and Futuna,0,0,0,0,0,0,0
2008 Q3,Africa North,Western Sahara,0,0,0,0,0,0,0
2008 Q3,Middle East,Yemen,50,46,0,0,0,1,3
2008 Q3,Africa Sub-Saharan,Zambia,33,25,1,0,7,0,0
2008 Q3,Africa Sub-Saharan,Zimbabwe,281,83,1,0,32,163,2
2008 Q4,*Total,*Total,"11,772","9,548",150,22,803,994,255
2008 Q4,Africa North,*Total Africa North,432,402,3,0,15,12,0
2008 Q4,Africa Sub-Saharan,*Total Africa Sub-Saharan,"2,913","1,667",56,2,292,800,96
2008 Q4,America North,*Total America North,665,596,16,0,51,0,2
2008 Q4,America Central and South,*Total America Central and South,909,801,4,3,85,2,14
2008 Q4,Asia Central,*Total Asia Central,344,280,2,0,3,33,26
2008 Q4,Asia East,*Total Asia East,447,394,2,0,30,14,7
2008 Q4,Asia South,*Total Asia South,"3,080","2,826",9,4,101,59,81
2008 Q4,Asia South East,*Total Asia South East,941,792,7,7,114,9,12
2008 Q4,EU 14,*Total EU 14,1,0,0,0,1,0,0
2008 Q4,EU 2,*Total EU 2,0,0,0,0,0,0,0
2008 Q4,EU 8,*Total EU 8,0,0,0,0,0,0,0
2008 Q4,EU Other,*Total EU Other,13,12,0,0,1,0,0
2008 Q4,Europe Other,*Total Europe Other,842,788,7,6,28,5,8
2008 Q4,Middle East,*Total Middle East,797,674,16,0,48,50,9
2008 Q4,Oceania,*Total Oceania,310,255,27,0,28,0,0
2008 Q4,Other,*Total Other,78,61,1,0,6,10,0
2008 Q4,Asia Central,Afghanistan,308,253,0,0,3,30,22
2008 Q4,Europe Other,Albania,146,140,1,0,3,0,2
2008 Q4,Africa North,Algeria,142,132,1,0,9,0,0
2008 Q4,Oceania,American Samoa,0,0,0,0,0,0,0
2008 Q4,Europe Other,Andorra,0,0,0,0,0,0,0
2008 Q4,Africa Sub-Saharan,Angola,6,2,1,0,2,1,0
2008 Q4,Other,Anguilla (British),0,0,0,0,0,0,0
2008 Q4,America Central and South,Antigua and Barbuda,1,1,0,0,0,0,0
2008 Q4,America Central and South,Argentina,21,21,0,0,0,0,0
2008 Q4,Europe Other,Armenia,8,7,0,0,0,0,1
2008 Q4,America Central and South,Aruba,0,0,0,0,0,0,0
2008 Q4,Oceania,Australia,211,172,17,0,22,0,0
2008 Q4,EU 14,Austria,0,0,0,0,0,0,0
2008 Q4,Europe Other,Azerbaijan,14,14,0,0,0,0,0
2008 Q4,America Central and South,"Bahamas, The",0,0,0,0,0,0,0
2008 Q4,Middle East,Bahrain,2,1,0,0,0,1,0
2008 Q4,Asia South,Bangladesh,284,271,1,0,9,0,3
2008 Q4,America Central and South,Barbados,12,10,0,0,2,0,0
2008 Q4,Europe Other,Belarus,13,13,0,0,0,0,0
2008 Q4,EU 14,Belgium,0,0,0,0,0,0,0
2008 Q4,America Central and South,Belize,0,0,0,0,0,0,0
2008 Q4,Africa Sub-Saharan,Benin,0,0,0,0,0,0,0
2008 Q4,Other,Bermuda (British),0,0,0,0,0,0,0
2008 Q4,Asia South,Bhutan,0,0,0,0,0,0,0
2008 Q4,America Central and South,Bolivia,7,7,0,0,0,0,0
2008 Q4,America Central and South,"Bonaire, Sint Eustatius and Saba",z,z,z,z,z,z,z
2008 Q4,Europe Other,Bosnia and Herzegovina,8,8,0,0,0,0,0
2008 Q4,Africa Sub-Saharan,Botswana,9,7,0,0,2,0,0
2008 Q4,America Central and South,Brazil,160,152,1,0,5,0,2
2008 Q4,Other,British overseas citizens,0,0,0,0,0,0,0
2008 Q4,Asia South East,Brunei,0,0,0,0,0,0,0
2008 Q4,EU 2,Bulgaria,0,0,0,0,0,0,0
2008 Q4,Africa Sub-Saharan,Burkina,2,2,0,0,0,0,0
2008 Q4,Asia South East,Burma,13,3,0,0,0,9,1
2008 Q4,Africa Sub-Saharan,Burundi,18,9,0,0,7,1,1
2008 Q4,Asia South East,Cambodia,5,4,0,0,0,0,1
2008 Q4,Africa Sub-Saharan,Cameroon,58,29,0,0,4,24,1
2008 Q4,America North,Canada,148,130,2,0,16,0,0
2008 Q4,Africa Sub-Saharan,Cape Verde,0,0,0,0,0,0,0
2008 Q4,Other,Cayman Islands (British),0,0,0,0,0,0,0
2008 Q4,Africa Sub-Saharan,Central African Republic,0,0,0,0,0,0,0
2008 Q4,Africa Sub-Saharan,Chad,6,5,0,0,0,1,0
2008 Q4,America Central and South,Chile,15,14,0,0,1,0,0
2008 Q4,Asia East,China,258,210,1,0,29,14,4
2008 Q4,Oceania,Christmas Island,0,0,0,0,0,0,0
2008 Q4,Oceania,Cocos (Keeling) Islands,0,0,0,0,0,0,0
2008 Q4,America Central and South,Colombia,67,62,1,0,4,0,0
2008 Q4,Africa Sub-Saharan,Comoros,0,0,0,0,0,0,0
2008 Q4,Africa Sub-Saharan,Congo,6,2,0,0,0,4,0
2008 Q4,Africa Sub-Saharan,Congo (Democratic Republic),60,14,2,0,8,36,0
2008 Q4,Oceania,Cook Islands,0,0,0,0,0,0,0
2008 Q4,America Central and South,Costa Rica,9,9,0,0,0,0,0
2008 Q4,EU Other,Croatia,7,7,0,0,0,0,0
2008 Q4,America Central and South,Cuba,22,22,0,0,0,0,0
2008 Q4,America Central and South,Curacao,z,z,z,z,z,z,z
2008 Q4,EU Other,Cyprus,6,5,0,0,1,0,0
2008 Q4,Europe Other,Cyprus (Northern part of),0,0,0,0,0,0,0
2008 Q4,EU 8,Czech Republic,0,0,0,0,0,0,0
2008 Q4,EU 14,Denmark,0,0,0,0,0,0,0
2008 Q4,Africa Sub-Saharan,Djibouti,1,1,0,0,0,0,0
2008 Q4,America Central and South,Dominica,3,3,0,0,0,0,0
2008 Q4,America Central and South,Dominican Republic,20,20,0,0,0,0,0
2008 Q4,Asia South East,East Timor,0,0,0,0,0,0,0
2008 Q4,America Central and South,Ecuador,24,22,0,0,2,0,0
2008 Q4,Africa North,Egypt,68,67,1,0,0,0,0
2008 Q4,America Central and South,El Salvador,1,1,0,0,0,0,0
2008 Q4,Africa Sub-Saharan,Equatorial Guinea,0,0,0,0,0,0,0
2008 Q4,Africa Sub-Saharan,Eritrea,45,12,0,0,0,33,0
2008 Q4,EU 8,Estonia,0,0,0,0,0,0,0
2008 Q4,Africa Sub-Saharan,Ethiopia,63,32,2,1,4,21,3
2008 Q4,Other,Falkland Islands (British),0,0,0,0,0,0,0
2008 Q4,Europe Other,Faroe Islands,0,0,0,0,0,0,0
2008 Q4,Oceania,Fiji,5,1,3,0,1,0,0
2008 Q4,EU 14,Finland,0,0,0,0,0,0,0
2008 Q4,Europe Other,Former Yugoslavia,18,17,0,0,1,0,0
2008 Q4,EU 14,France,0,0,0,0,0,0,0
2008 Q4,America Central and South,French Guiana,0,0,0,0,0,0,0
2008 Q4,Oceania,French Polynesia,0,0,0,0,0,0,0
2008 Q4,Africa Sub-Saharan,Gabon,0,0,0,0,0,0,0
2008 Q4,Africa Sub-Saharan,"Gambia, The",130,108,0,1,13,8,0
2008 Q4,Europe Other,Georgia,15,8,0,0,3,4,0
2008 Q4,EU 14,Germany,0,0,0,0,0,0,0
2008 Q4,Africa Sub-Saharan,Ghana,195,160,0,0,33,1,1
2008 Q4,Other,Gibraltar (British),0,0,0,0,0,0,0
2008 Q4,EU 14,Greece,0,0,0,0,0,0,0
2008 Q4,Europe Other,Greenland,0,0,0,0,0,0,0
2008 Q4,America Central and South,Grenada,8,8,0,0,0,0,0
2008 Q4,America Central and South,Guadeloupe,0,0,0,0,0,0,0
2008 Q4,Oceania,Guam,0,0,0,0,0,0,0
2008 Q4,America Central and South,Guatemala,4,1,0,3,0,0,0
2008 Q4,Africa Sub-Saharan,Guinea,24,14,1,0,3,6,0
2008 Q4,Africa Sub-Saharan,Guinea-Bissau,0,0,0,0,0,0,0
2008 Q4,America Central and South,Guyana,18,12,0,0,6,0,0
2008 Q4,America Central and South,Haiti,0,0,0,0,0,0,0
2008 Q4,Oceania,Heard Island and McDonald Islands,0,0,0,0,0,0,0
2008 Q4,America Central and South,Honduras,3,3,0,0,0,0,0
2008 Q4,Asia East,Hong Kong,35,31,0,0,1,0,3
2008 Q4,EU 8,Hungary,0,0,0,0,0,0,0
2008 Q4,Europe Other,Iceland,0,0,0,0,0,0,0
2008 Q4,Asia South,India,787,695,3,2,56,1,30
2008 Q4,Asia South East,Indonesia,25,24,1,0,0,0,0
2008 Q4,Middle East,Iran,158,128,1,0,4,23,2
2008 Q4,Middle East,Iraq,425,364,6,0,29,22,4
2008 Q4,EU 14,Ireland,1,0,0,0,1,0,0
2008 Q4,Middle East,Israel,49,49,0,0,0,0,0
2008 Q4,EU 14,Italy,0,0,0,0,0,0,0
2008 Q4,Africa Sub-Saharan,Ivory Coast,15,7,0,0,2,6,0
2008 Q4,America Central and South,Jamaica,347,276,0,0,59,2,10
2008 Q4,Asia East,Japan,103,103,0,0,0,0,0
2008 Q4,Middle East,Jordan,21,21,0,0,0,0,0
2008 Q4,Asia Central,Kazakhstan,10,10,0,0,0,0,0
2008 Q4,Africa Sub-Saharan,Kenya,135,96,6,0,18,5,10
2008 Q4,Oceania,Kiribati,0,0,0,0,0,0,0
2008 Q4,Asia East,Korea (North),0,0,0,0,0,0,0
2008 Q4,Asia East,Korea (South),28,28,0,0,0,0,0
2008 Q4,Europe Other,Kosovo,0,0,0,0,0,0,0
2008 Q4,Middle East,Kuwait,0,0,0,0,0,0,0
2008 Q4,Asia Central,Kyrgyzstan,9,7,0,0,0,0,2
2008 Q4,Asia South East,Laos,2,2,0,0,0,0,0
2008 Q4,EU 8,Latvia,0,0,0,0,0,0,0
2008 Q4,Middle East,Lebanon,25,25,0,0,0,0,0
2008 Q4,Africa Sub-Saharan,Lesotho,1,0,0,0,1,0,0
2008 Q4,Africa Sub-Saharan,Liberia,5,4,0,0,1,0,0
2008 Q4,Africa North,Libya,14,10,0,0,4,0,0
2008 Q4,Europe Other,Liechtenstein,0,0,0,0,0,0,0
2008 Q4,EU 8,Lithuania,0,0,0,0,0,0,0
2008 Q4,EU 14,Luxembourg,0,0,0,0,0,0,0
2008 Q4,Asia East,Macau,0,0,0,0,0,0,0
2008 Q4,Europe Other,Macedonia,14,13,1,0,0,0,0
2008 Q4,Africa Sub-Saharan,Madagascar,0,0,0,0,0,0,0
2008 Q4,Africa Sub-Saharan,Malawi,11,10,0,0,1,0,0
2008 Q4,Asia South East,Malaysia,63,51,0,0,12,0,0
2008 Q4,Asia South,Maldives,2,2,0,0,0,0,0
2008 Q4,Africa Sub-Saharan,Mali,3,0,2,0,0,1,0
2008 Q4,EU Other,Malta,0,0,0,0,0,0,0
2008 Q4,Oceania,Marshall Islands,0,0,0,0,0,0,0
2008 Q4,America Central and South,Martinique,0,0,0,0,0,0,0
2008 Q4,Africa North,Mauritania,0,0,0,0,0,0,0
2008 Q4,Africa Sub-Saharan,Mauritius,80,66,3,0,11,0,0
2008 Q4,Africa Sub-Saharan,Mayotte,0,0,0,0,0,0,0
2008 Q4,America Central and South,Mexico,46,46,0,0,0,0,0
2008 Q4,Oceania,Micronesia,0,0,0,0,0,0,0
2008 Q4,Europe Other,Moldova,8,7,0,0,1,0,0
2008 Q4,Europe Other,Monaco,0,0,0,0,0,0,0
2008 Q4,Asia East,Mongolia,6,6,0,0,0,0,0
2008 Q4,Europe Other,Montenegro,3,3,0,0,0,0,0
2008 Q4,Other,Montserrat (British),0,0,0,0,0,0,0
2008 Q4,Africa North,Morocco,114,113,0,0,1,0,0
2008 Q4,Africa Sub-Saharan,Mozambique,2,2,0,0,0,0,0
2008 Q4,Africa Sub-Saharan,Namibia,2,2,0,0,0,0,0
2008 Q4,Oceania,Nauru,0,0,0,0,0,0,0
2008 Q4,Asia South,Nepal,90,59,2,1,22,3,3
2008 Q4,EU 14,Netherlands,0,0,0,0,0,0,0
2008 Q4,America Central and South,Netherlands Antilles,0,0,0,0,0,0,0
2008 Q4,Oceania,New Caledonia,0,0,0,0,0,0,0
2008 Q4,Oceania,New Zealand,89,82,4,0,3,0,0
2008 Q4,America Central and South,Nicaragua,2,2,0,0,0,0,0
2008 Q4,Africa Sub-Saharan,Niger,1,1,0,0,0,0,0
2008 Q4,Africa Sub-Saharan,Nigeria,444,397,5,0,37,0,5
2008 Q4,Oceania,Niue,0,0,0,0,0,0,0
2008 Q4,Oceania,Norfolk Island,0,0,0,0,0,0,0
2008 Q4,Oceania,Northern Mariana Islands,0,0,0,0,0,0,0
2008 Q4,Europe Other,Norway,0,0,0,0,0,0,0
2008 Q4,Middle East,Occupied Palestinian Territories,19,14,0,0,0,4,1
2008 Q4,Middle East,Oman,0,0,0,0,0,0,0
2008 Q4,Other,Other and unknown,67,55,1,0,6,5,0
2008 Q4,Asia South,Pakistan,"1,700","1,657",2,1,9,12,19
2008 Q4,Oceania,Palau,0,0,0,0,0,0,0
2008 Q4,America Central and South,Panama,3,3,0,0,0,0,0
2008 Q4,Oceania,Papua New Guinea,4,0,3,0,1,0,0
2008 Q4,America Central and South,Paraguay,4,1,0,0,3,0,0
2008 Q4,America Central and South,Peru,33,31,1,0,1,0,0
2008 Q4,Asia South East,Philippines,368,278,4,2,76,0,8
2008 Q4,Other,Pitcairn Islands (British),0,0,0,0,0,0,0
2008 Q4,EU 8,Poland,0,0,0,0,0,0,0
2008 Q4,EU 14,Portugal,0,0,0,0,0,0,0
2008 Q4,America North,Puerto Rico,0,0,0,0,0,0,0
2008 Q4,Middle East,Qatar,0,0,0,0,0,0,0
2008 Q4,Other,Refugee,7,5,0,0,0,2,0
2008 Q4,Africa Sub-Saharan,Reunion,0,0,0,0,0,0,0
2008 Q4,EU 2,Romania,0,0,0,0,0,0,0
2008 Q4,Europe Other,Russia,152,130,5,6,7,0,4
2008 Q4,Africa Sub-Saharan,Rwanda,7,3,0,0,1,1,2
2008 Q4,Oceania,Samoa,0,0,0,0,0,0,0
2008 Q4,Europe Other,San Marino,0,0,0,0,0,0,0
2008 Q4,Africa Sub-Saharan,Sao Tome and Principe,0,0,0,0,0,0,0
2008 Q4,Middle East,Saudi Arabia,0,0,0,0,0,0,0
2008 Q4,Africa Sub-Saharan,Senegal,7,4,3,0,0,0,0
2008 Q4,Europe Other,Serbia,3,3,0,0,0,0,0
2008 Q4,Europe Other,Serbia and Montenegro,z,z,z,z,z,z,z
2008 Q4,Africa Sub-Saharan,Seychelles,5,4,1,0,0,0,0
2008 Q4,Africa Sub-Saharan,Sierra Leone,75,43,7,0,20,2,3
2008 Q4,Asia South East,Singapore,12,10,2,0,0,0,0
2008 Q4,EU 8,Slovakia,0,0,0,0,0,0,0
2008 Q4,EU 8,Slovenia,0,0,0,0,0,0,0
2008 Q4,Oceania,Solomon Islands,0,0,0,0,0,0,0
2008 Q4,Africa Sub-Saharan,Somalia,664,80,5,0,20,504,55
2008 Q4,Africa Sub-Saharan,South Africa,436,381,12,0,37,0,6
2008 Q4,Other,South Georgia and South Sandwich Islands,0,0,0,0,0,0,0
2008 Q4,EU 14,Spain,0,0,0,0,0,0,0
2008 Q4,Asia South,Sri Lanka,217,142,1,0,5,43,26
2008 Q4,Other,St. Helena (British),0,0,0,0,0,0,0
2008 Q4,America Central and South,St. Kitts and Nevis,3,3,0,0,0,0,0
2008 Q4,America Central and South,St. Lucia,15,14,0,0,1,0,0
2008 Q4,America Central and South,St. Maarten (Dutch Part),z,z,z,z,z,z,z
2008 Q4,America Central and South,St. Martin (French Part),0,0,0,0,0,0,0
2008 Q4,America Central and South,St. Pierre and Miquelon,0,0,0,0,0,0,0
2008 Q4,America Central and South,St. Vincent and the Grenadines,11,10,0,0,1,0,0
2008 Q4,Other,Stateless,4,1,0,0,0,3,0
2008 Q4,Africa North,Sudan,33,20,0,0,1,12,0
2008 Q4,Africa Sub-Saharan,Sudan (South),z,z,z,z,z,z,z
2008 Q4,America Central and South,Surinam,0,0,0,0,0,0,0
2008 Q4,Europe Other,Svalbard and Jan Mayen,0,0,0,0,0,0,0
2008 Q4,Africa Sub-Saharan,Swaziland,2,2,0,0,0,0,0
2008 Q4,EU 14,Sweden,0,0,0,0,0,0,0
2008 Q4,Europe Other,Switzerland,0,0,0,0,0,0,0
2008 Q4,Middle East,Syria,30,26,3,0,0,0,1
2008 Q4,Asia East,Taiwan,17,16,1,0,0,0,0
2008 Q4,Asia Central,Tajikistan,0,0,0,0,0,0,0
2008 Q4,Africa Sub-Saharan,Tanzania,37,30,3,0,3,0,1
2008 Q4,Asia South East,Thailand,419,388,0,5,24,0,2
2008 Q4,Africa Sub-Saharan,Togo,5,4,0,0,0,1,0
2008 Q4,Oceania,Tokelau,0,0,0,0,0,0,0
2008 Q4,Oceania,Tonga,0,0,0,0,0,0,0
2008 Q4,America Central and South,Trinidad and Tobago,32,30,0,0,0,0,2
2008 Q4,Africa North,Tunisia,61,60,1,0,0,0,0
2008 Q4,Europe Other,Turkey,318,307,0,0,10,1,0
2008 Q4,Asia Central,Turkmenistan,7,5,2,0,0,0,0
2008 Q4,Other,Turks and Caicos Islands (British),0,0,0,0,0,0,0
2008 Q4,Oceania,Tuvalu,0,0,0,0,0,0,0
2008 Q4,Africa Sub-Saharan,Uganda,71,49,0,0,15,7,0
2008 Q4,Europe Other,Ukraine,122,118,0,0,3,0,1
2008 Q4,Middle East,United Arab Emirates,1,0,1,0,0,0,0
2008 Q4,America North,United States,517,466,14,0,35,0,2
2008 Q4,America Central and South,Uruguay,1,1,0,0,0,0,0
2008 Q4,Asia Central,Uzbekistan,10,5,0,0,0,3,2
2008 Q4,Oceania,Vanuatu,1,0,0,0,1,0,0
2008 Q4,Europe Other,Vatican City,0,0,0,0,0,0,0
2008 Q4,America Central and South,Venezuela,17,16,1,0,0,0,0
2008 Q4,Asia South East,Vietnam,34,32,0,0,2,0,0
2008 Q4,Other,Virgin Islands (British),0,0,0,0,0,0,0
2008 Q4,America North,Virgin Islands (US),0,0,0,0,0,0,0
2008 Q4,Oceania,Wallis and Futuna,0,0,0,0,0,0,0
2008 Q4,Africa North,Western Sahara,0,0,0,0,0,0,0
2008 Q4,Middle East,Yemen,67,46,5,0,15,0,1
2008 Q4,Africa Sub-Saharan,Zambia,24,19,0,0,5,0,0
2008 Q4,Africa Sub-Saharan,Zimbabwe,258,66,3,0,44,137,8
2009 Q1,*Total,*Total,"12,997","10,894",110,15,800,946,232
2009 Q1,Africa North,*Total Africa North,457,419,6,0,6,24,2
2009 Q1,Africa Sub-Saharan,*Total Africa Sub-Saharan,"2,502","1,475",43,2,244,659,79
2009 Q1,America North,*Total America North,770,706,14,0,48,2,0
2009 Q1,America Central and South,*Total America Central and South,729,679,2,0,41,1,6
2009 Q1,Asia Central,*Total Asia Central,380,323,2,2,10,27,16
2009 Q1,Asia East,*Total Asia East,417,362,5,0,37,6,7
2009 Q1,Asia South,*Total Asia South,"4,238","3,979",5,2,132,24,96
2009 Q1,Asia South East,*Total Asia South East,"1,066",894,5,5,143,8,11
2009 Q1,EU 14,*Total EU 14,0,0,0,0,0,0,0
2009 Q1,EU 2,*Total EU 2,1,1,0,0,0,0,0
2009 Q1,EU 8,*Total EU 8,0,0,0,0,0,0,0
2009 Q1,EU Other,*Total EU Other,7,7,0,0,0,0,0
2009 Q1,Europe Other,*Total Europe Other,984,892,5,4,52,23,8
2009 Q1,Middle East,*Total Middle East,964,796,10,0,42,110,6
2009 Q1,Oceania,*Total Oceania,382,332,12,0,37,0,1
2009 Q1,Other,*Total Other,100,29,1,0,8,62,0
2009 Q1,Asia Central,Afghanistan,356,306,0,0,10,27,13
2009 Q1,Europe Other,Albania,85,80,1,0,1,3,0
2009 Q1,Africa North,Algeria,143,134,1,0,6,1,1
2009 Q1,Oceania,American Samoa,0,0,0,0,0,0,0
2009 Q1,Europe Other,Andorra,0,0,0,0,0,0,0
2009 Q1,Africa Sub-Saharan,Angola,6,2,1,0,2,1,0
2009 Q1,Other,Anguilla (British),0,0,0,0,0,0,0
2009 Q1,America Central and South,Antigua and Barbuda,2,2,0,0,0,0,0
2009 Q1,America Central and South,Argentina,16,16,0,0,0,0,0
2009 Q1,Europe Other,Armenia,1,1,0,0,0,0,0
2009 Q1,America Central and South,Aruba,0,0,0,0,0,0,0
2009 Q1,Oceania,Australia,274,239,10,0,24,0,1
2009 Q1,EU 14,Austria,0,0,0,0,0,0,0
2009 Q1,Europe Other,Azerbaijan,14,14,0,0,0,0,0
2009 Q1,America Central and South,"Bahamas, The",0,0,0,0,0,0,0
2009 Q1,Middle East,Bahrain,1,1,0,0,0,0,0
2009 Q1,Asia South,Bangladesh,830,814,0,0,6,2,8
2009 Q1,America Central and South,Barbados,10,10,0,0,0,0,0
2009 Q1,Europe Other,Belarus,16,13,0,0,3,0,0
2009 Q1,EU 14,Belgium,0,0,0,0,0,0,0
2009 Q1,America Central and South,Belize,0,0,0,0,0,0,0
2009 Q1,Africa Sub-Saharan,Benin,3,3,0,0,0,0,0
2009 Q1,Other,Bermuda (British),0,0,0,0,0,0,0
2009 Q1,Asia South,Bhutan,0,0,0,0,0,0,0
2009 Q1,America Central and South,Bolivia,5,5,0,0,0,0,0
2009 Q1,America Central and South,"Bonaire, Sint Eustatius and Saba",z,z,z,z,z,z,z
2009 Q1,Europe Other,Bosnia and Herzegovina,9,9,0,0,0,0,0
2009 Q1,Africa Sub-Saharan,Botswana,8,5,0,0,1,2,0
2009 Q1,America Central and South,Brazil,192,191,1,0,0,0,0
2009 Q1,Other,British overseas citizens,3,2,0,0,1,0,0
2009 Q1,Asia South East,Brunei,1,0,0,0,0,0,1
2009 Q1,EU 2,Bulgaria,0,0,0,0,0,0,0
2009 Q1,Africa Sub-Saharan,Burkina,0,0,0,0,0,0,0
2009 Q1,Asia South East,Burma,17,8,0,0,0,8,1
2009 Q1,Africa Sub-Saharan,Burundi,8,4,0,0,4,0,0
2009 Q1,Asia South East,Cambodia,3,3,0,0,0,0,0
2009 Q1,Africa Sub-Saharan,Cameroon,56,22,0,0,10,23,1
2009 Q1,America North,Canada,136,124,1,0,9,2,0
2009 Q1,Africa Sub-Saharan,Cape Verde,0,0,0,0,0,0,0
2009 Q1,Other,Cayman Islands (British),0,0,0,0,0,0,0
2009 Q1,Africa Sub-Saharan,Central African Republic,0,0,0,0,0,0,0
2009 Q1,Africa Sub-Saharan,Chad,2,2,0,0,0,0,0
2009 Q1,America Central and South,Chile,13,13,0,0,0,0,0
2009 Q1,Asia East,China,261,216,2,0,31,5,7
2009 Q1,Oceania,Christmas Island,0,0,0,0,0,0,0
2009 Q1,Oceania,Cocos (Keeling) Islands,0,0,0,0,0,0,0
2009 Q1,America Central and South,Colombia,79,73,0,0,3,1,2
2009 Q1,Africa Sub-Saharan,Comoros,0,0,0,0,0,0,0
2009 Q1,Africa Sub-Saharan,Congo,19,7,0,0,1,11,0
2009 Q1,Africa Sub-Saharan,Congo (Democratic Republic),61,25,2,0,3,29,2
2009 Q1,Oceania,Cook Islands,0,0,0,0,0,0,0
2009 Q1,America Central and South,Costa Rica,6,6,0,0,0,0,0
2009 Q1,EU Other,Croatia,6,6,0,0,0,0,0
2009 Q1,America Central and South,Cuba,20,19,0,0,0,0,1
2009 Q1,America Central and South,Curacao,z,z,z,z,z,z,z
2009 Q1,EU Other,Cyprus,1,1,0,0,0,0,0
2009 Q1,Europe Other,Cyprus (Northern part of),0,0,0,0,0,0,0
2009 Q1,EU 8,Czech Republic,0,0,0,0,0,0,0
2009 Q1,EU 14,Denmark,0,0,0,0,0,0,0
2009 Q1,Africa Sub-Saharan,Djibouti,4,3,0,0,0,0,1
2009 Q1,America Central and South,Dominica,5,5,0,0,0,0,0
2009 Q1,America Central and South,Dominican Republic,12,12,0,0,0,0,0
2009 Q1,Asia South East,East Timor,0,0,0,0,0,0,0
2009 Q1,America Central and South,Ecuador,25,20,0,0,5,0,0
2009 Q1,Africa North,Egypt,85,85,0,0,0,0,0
2009 Q1,America Central and South,El Salvador,2,2,0,0,0,0,0
2009 Q1,Africa Sub-Saharan,Equatorial Guinea,0,0,0,0,0,0,0
2009 Q1,Africa Sub-Saharan,Eritrea,107,28,0,0,1,77,1
2009 Q1,EU 8,Estonia,0,0,0,0,0,0,0
